Drug ID,Drug Name,Discription
DB08955,Ibuproxam,Ibuproxam is a non steroidal anti-inflammatory drug (NSAID).;;;;
DB08956,Hydroxydione,Hydroxydione (Viadril) is a neuroactive steroid used as a general anesthetic.;;;;
DB08957,Hexoprenaline,"Hexoprenaline is a stimulant of beta 2 adrenergic receptors. It is used as a bronchodilator, antiasthmatic, and tocolytic agent.;;;;"
DB08958,Hexetidine,A bactericidal and fungicidal antiseptic. It is used as a 0.1% mouthwash for local infections and oral hygiene.;;;;
DB08960,Hexamethonium,"A nicotinic cholinergic antagonist often referred to as the prototypical ganglionic blocker. It is poorly absorbed from the gastrointestinal tract and does not cross the blood-brain barrier. It has been used for a variety of therapeutic purposes including hypertension but, like the other ganglionic blockers, it has been replaced by more specific drugs for most purposes, although it is widely used a research tool.;;;;"
DB08961,Azosemide,"Azosemide is a loop diuretic used to treat hypertension, edema, and ascites.;;;;"
DB08962,Glibornuride,Glibornuride is a sulfonylurea-type anti-diabetic drug.;;;;
DB08963,Glafenine,An anthranilic acid derivative with analgesic properties used for the relief of all types of pain. Glafenine is withdrawn from the American market.;;;;
DB08964,Gemeprost,Gemeprost is a prostaglandin E1 (PGE1) analog and antiprogestogen used for preoperative dilation of the cervix before surgical abortion. It is available as vaginal suppositories and also used in combination with the antiprogestin and mifepristone for termination of 1st- and 2nd-trimester pregnancy [A19726]. It is not FDA-approved but available in Japan marketed as Preglandin.;;;;
DB08965,Fusafungine,"Fusafungine is an antibiotic from Fusarium lateririum, and is used for the treatment of respiratory infections.;;;;"
DB08966,Fursultiamine,Compound used for therapy of thiamine deficiency. It has also been suggested for several non-deficiency disorders but has not yet proven useful. Fursultiamine is a vitamin B1 derivative.;;;;
DB08967,Dimetotiazine,Dimetotiazine has considerable antiemetic & serotonin antagonistic action used mainly in allergic skin conditions.;;;;
DB08968,Fominoben,Fominoben is an antitussive agent.;;;;
DB08969,Flurothyl,Flurothyl is a convulsant primarily used in experimental animals. It was formerly used to induce convulsions as a alternative to electroshock therapy.;;;;
DB08970,Fluprednidene,Fluprednidene is a corticosteroid.;;;;
DB08971,Fluocortolone,Fluocortolone is a glucocorticoid with anti-inflammatory activity used topically for various skin disorders.;;;;
DB08972,Flumequine,Flumequine is a synthetic chemotherapeutic antibiotic of the fluoroquinolone drug class used to treat bacterial infections.;;;;
DB08973,Fluclorolone acetonide,Fluclorolone acetonide (INN) or flucloronide (USAN) is a topical corticosteroid. It is marketed under the brand names Cutanit and Topicon.;;;;
DB08974,Flubendazole,Flubendazole is an anthelmintic that is used to treat worm infection in humans. It is available OTC in Europe.;;;;
DB08975,Florantyrone,Florantyrone is used in the treatment of biliary dyskinesia;;;;
DB08976,Floctafenine,Floctafenine is an anti-inflammatory analgesic similar in action to aspirin. Floctafenine inhibits prostaglandin synthesis.;;;;
DB08978,Fentonium,Fentonium is an atropine derivative.;;;;
DB08979,Fenspiride,"Fenspiride is an oxazolidinone spiro compound used as a drug in the treatment of certain respiratory diseases. It is approved for use in Russia for the treatment of acute and chronic inflammatory diseases of ENT organs and the respiratory tract (like rhinopharyngitis, laryngitis, tracheobronchitis, otitis and sinusitis), as well as for maintenance treatment of asthma.;;;;"
DB08980,Fendiline,Fendiline is a coronary vasodilator which inhibits calcium function in muscle cells in excitation-contraction coupling. It has been proposed as an antiarrhythmic and antianginal agent. Fendiline is non-selective.;;;;
DB08981,Fenbufen,"Fenbufen is a non-steroidal anti-inflammatory drug used primarily to treat inflammation in osteoarthritis, ankylosing spondylitis, and tendinitis. It can also be used to relieve backaches, sprains, and fractures. Fenbufen is available as a capsule or tablet sold with the brand names Cepal, Cinopal, Cybufen, Lederfen, and Reugast. Fenbufen acts by preventing cyclooxygenase from producing prostaglandins which can cause inflammation.;;;;"
DB08982,Etozoline,"Etozoline is marketed in Europe under the names Diulozin, Elkapin, and Etopinil. Etozoline is a loop diuretic.;;;;"
DB08983,Etofibrate,Etofibrate is a fibrate produced by the combination of clofibrate ester linked to niacin. These components separate in the body slowly allowing for pharmacokinetics similar to controlled-release formulations.;;;;
DB08984,Etofenamate,Etofenamate is used to treat muscle and joint paint. It is a non-steroidal anti-inflammatory drug (NSAID).;;;;
DB08985,Etilefrine,Etilefrine is an adrenergic agonist that appears to interact with beta-1 and some alpha-adrenergic receptors. It has been used as a vasoconstrictor agent.;;;;
DB08986,Etifoxine,"Etifoxine is an anxiolytic and anticonvulsant drug developed by Hoechst in the 1960s. It is used in anxiety disorders and to promote peripheral nerve healing. It does not bind to the benzodiazepine receptor though the effects are similar to that of benzodiazepines. It is more effective than lorazepam as an anxiolytic, and has fewer side effects. Etifoxine has been associated with acute liver injury.;;;;"
DB08987,Etidocaine,"Etidocaine is marketed under the name Duranest. It is an injectable local anesthetic during surgery, labor, and delivery. Etidocaine has a long duration of activity, but has the main disadvantage of increased bleeding during oral surgery.;;;;"
DB08988,Ethoheptazine,Ethoheptazine is marketed under the name Zactane. It is a phenazepine based opioid analgesic. It was invented in the 1950s and is related to other drugs such as proheptazine. Ethoheptazine is no longer marketed in the United States.;;;;
DB08989,Etamivan,Etamivan (INN) or ethamivan (USAN) is marketed under the name Analepticon. Etamvin is a respiratory stimulant drug similar to nikethamide. It is no longer used in the United States.;;;;
DB08990,Eprazinone,"Eprazinone (trade name Eftapan) is a mucolytic drug, and relieves bronchospasms.;;;;"
DB08991,Epirizole,Epirizole is an oral nonsteroidal anti-inflammatory drug (NSAID) used for muscle and joint pain.;;;;
DB08992,Eperisone,"Eperisone is an antispasmodic drug which relaxes both skeletal muscles and vascular smooth muscles, and demonstrates a variety of effects such as reduction of myotonia, improvement of circulation, and suppression of the pain reflex. It is not approved for use in the United States, but is available in other countries like India, South Korea, and Bangladesh.;;;;"
DB08993,Enviomycin,Cyclic basic peptide related to viomycin. It is isolated from an induced mutant of Streptomyces griseoverticillatus var. tuberacticus and acts as an antitubercular agent with less ototoxicity than tuberactinomycin.;;;;
DB08994,Ditazole,"Ditazole is a non-steroidal anti-inflammatory drug (NSAID). Ditazole's analgesic and antipyretic effects are similar to phenylbutazone. Additionally, ditazole is a platelet aggregation inhibitor marketed in Spain and Portugal with trade name Ageroplas.;;;;"
DB08995,Diosmin,"Chronic venous insufficiency is a common condition the western population. Compression and pharmacotherapy are frequently used to manage chronic venous insufficiency, improving circulation and symptoms of venous disease.[A232885];;;;"
DB08996,Dimetacrine,"Dimetacrine is also known as dimethacrine or acripamine. It is marketed under the names Istonil, Istonyl, Linostil, and Miroistonil. Dimetacrine is a tricyclic antidepressant (TCA) with imipramine-like effects used in Europe for the treatment of depression. Dimetacrine is no longer used in Japan.;;;;"
DB08997,Dexetimide,A muscarinic antagonist that has been used to treat neuroleptic-induced parkinsonism. Benzetimide is the (-)-enantimorph of dexetimide.;;;;
DB08998,Demexiptiline,Demexiptiline is marketed under the names Deparon or Tinoran. It is a tricyclic antidepressant which acts primarily as a norepinephrine reuptake inhibitor.;;;;
DB08999,Cyclopentamine,"Cyclopentamine is a sympathomimetic alkylamine, classified as a vasoconstrictor. Cyclopentamine was an over the counter treatment for nasal congestion in Europe and Australia. It has been widely discontinued due to the safety, effectiveness, and availability of a similar drug, propylhexedrine.;;;;"
DB09000,Cyamemazine,"Cyamemazine (Tercian), also known as cyamepromazine, is a typical antipsychotic drug of the phenothiazine class used primarily in the treatment of schizophrenia and psychosis-associated anxiety. Cyamemazine actually behaves like an atypical antipsychotic, due to its potent anxiolytic effects (5-HT2C) and lack of extrapyramidal side effects (5-HT2A).;;;;"
DB09001,Barbexaclone,"Barbexaclone, a salt compound of propylhexedrine and phenobarbital, is a potent antiepileptic. By weight, barbexaclone is 40% propylhexedrine and 60% phenobarbital.  While barbexaclone has sedative properties, propylhexedrine has psychostimulant properties intended to offset these sedative effects. Pharmacokinetic studies have demonstrated that the pharmacokinetics of phenobarbital given as barbexaclone are not affected by propylhexedrine. Several reports from Spanish and Italian literature suggest that barbexaclone is at least as effective as phenobarbital in adults and children, while being better tolerated and having less sedative properties.  These reports were conducted in a small series of patients in the 1970s and 1980s, and have yet to be confirmed by larger controlled trials.  Despite the lack of controlled trials, barbexaclone was used widely in Turkey until it was discontinued in 2009. ;;;;"
DB09002,Cloperastine,Cloperastine is a cough suppressant that acts on the central nervous system.;;;;
DB09003,Clocapramine,"Clocapramine is an atypical antipsychotic of the imidobenzyl class which was introduced in Japan in 1974 for the treatment of schizophrenia. In addition to psychosis, clocapramine has also been used to augment antidepressants in the treatment of anxiety and panic. Clocapramine has been implicated in at least one strange death, including a suicide.;;;;"
DB09004,Clobutinol,"Clobutinol is a cough suppressant that is withdrawn from the US and EU markets. Clobutinol may prolong the QT interval. In 2007, Clobutinol was determined to cause cardiac arrhythmia in some patients.;;;;"
DB09005,Batroxobin,"Batroxobin is a defibrinogenating hemostatic agent derived from the venom of a pit viper, Bothrops atrox moojeni. In addition to batroxobin, the venom of Bothrops atrox has a composition of 10.2% neutral carbohydrate. Batroxobin is a serine protease, which cleaves the 16 Arginine - 17 Glycine bond in fibrinogen. The MW of batroxobin is approximately 43,000 g/mol-1, and it contains 231 amino acids.;;;;"
DB09006,Clinofibrate,Clinofibrate is a fibrate drug sold and marketed in Japan.;;;;
DB09007,Chlorphenoxamine,Chlorphenoxamine is marketed under the name Phenoxene. It is an antihistamine and anticholinergic used to treat itching as well as for its antiparkinsonian effect.;;;;
DB09008,Cefaloridine,Cephaloridine or cefaloridine is a first generation semisynthetic cephalosporin. It is derived from cephalosporin C and is a zwitterion at physiological pH.;;;;
DB09009,Articaine,Articaine is a dental local anesthetic. Articaine is widely used around the world and is the most popular local anesthetic in many European countries.;;;;
DB09010,Carmofur,"Carmofur is a derivative of fluorouracil, and is an antineoplastic agent that has been used in the treatment of breast and colorectal cancer. Carmofur has been known to induce leukoencephalopathy.;;;;"
DB09011,Beclamide,Beclamide (N-benzyl-B-chloropropionamide) is a no longer used drug that possesses anticonvulsant and sedative activity. It was studied in the 1950s for generalised tonic-clonic seizures but was not effective for absence seizures.;;;;
DB09012,Carbazochrome,"Carbazochrome is a hemostatic agent that promotes clotting, preventing blood loss from open wounds. It is an oxidation product of adrenaline which enhances the microcirculatory tone [A19747]. In the future this may prevent excessive blood flow during surgical operations and the treatment of hemorrhoids, but research on effectiveness and severity of side effects remains inconclusive. It is not FDA-approved but is available as tablets or IM/SC injections in the treatment of hemorrhages in a number of countries.;;;;"
DB09013,Befunolol,"Befunolol is a beta blocker introduced in 1983 by Kakenyaku Kakko. It is currently in experimental status, and is being tested for the management of open angle glaucoma.;;;;"
DB09014,Captodiame,"Captodiame, also known as captodiamine, is an antihistamine which is used as a sedative and anxiolytic. It is a derivative of diphenhydramine. Captodiame has been suggested for use in preventing benzodiazepine withdrawal syndrome.;;;;"
DB09015,Canrenoic acid,"Canrenoic acid (as the salt potassium canrenoate) is an aldosterone antagonist. Like spironolactone, it is a prodrug, which is metabolized to canrenone in the body.;;;;"
DB09016,Butriptyline,Butriptyline is a tricyclic antidepressant which has been used in Europe since 1974. It is the isobutyl side chain homologue of amitriptyline.;;;;
DB09017,Brotizolam,"Brotizolam is a sedative-hypnotic thienodiazepine drug which is a benzodiazepine analog. It demonstrates anxiolytic, anticonvulsant, hypnotic, sedative and skeletal muscle relaxant effects. Brotizolam has similar effects to short-acting benzodiazepines such as triazolam. Brotizolam is indicated for 2-4 weeks of treatment for severe or debilitating insomnia. Brotizolam is an extremely potent drug and it is rapidly eliminated with an average half-life of 4.4 hours (range 3.6 - 7.9 hours).;;;;"
DB09018,Bromopride,Bromopride is a dopamine antagonist used as an antiemetic. Its prokinetic properties are similar to those of metoclopramide. It is unavailable in America or the United Kingdom.;;;;
DB09019,Bromhexine,"Bromhexine is mucolytic agent used for a variety of respiratory conditions associated with increased mucus secretion. It is derived from the Adhatoda vasica plant and aids in the clearance of excess mucus, improving breathing and reducing cough. It was introduced into the market in 1963, and is widely available as an over-the-counter drug in many countries.[A233240] Recently, bromhexine and its metabolite [ambroxol] have garnered interest for the potential prevention and treatment of COVID-19 due to their interactions with cell receptors in the lungs.[A233345,A233370];;;;"
DB09020,Bisacodyl,"Bisacodyl, a diphenylmethane derivative, is a commonly used over the counter stimulant laxative for occasional constipation.[A233300,L13362] Both bisacodyl and [picosulfate] are metabolized to the same active metabolite bis-(p-hydroxyphenyl)-pyridyl-2-methane (BHPM).[A233290,A233300,A207700];;;;"
DB09021,Benzoctamine,"Benzoctamine is a drug with two main uses. It can be used as a sedative which does not depress the respiratory system, but rather stimulates it. It can also be used as an anxiolytic with the same efficacy as chlordiazepoxide for treating anxiety neurosis.;;;;"
DB09022,Benfluorex,Benfluorex is an anorectic and hypolipidemic agent that is structurally related to fenfluramine. It was patented and manufactured by a French pharmaceutical company Servier. The European Medicines Agency (EMA) recommended withdrawing all benfluorex containing medicines on 18 December 2009. This recommendation was based on the risks (especially fenfluramine-like cardiovascular side-effects) outweighing the benefits.;;;;
DB09023,Benactyzine,Benactyzine is an anticholinergic drug used as an antidepressant in the treatment of depression and associated anxiety.;;;;
DB09026,Aliskiren,Aliskiren is the first drug in the renin inhibitor drug class and is used for the treatment of hypertension.[A203624] It was developed by Speedel and Novartis and initially approved by the FDA in early 2007.[L14018] Aliskiren has been proven to efficacious in reducing blood pressure when used alone or in conjunction with other antihypertensive agents.[A203624];;;;
DB09027,Ledipasvir,"Ledipasvir is a direct acting antiviral (DAA) medication used as part of combination therapy to treat chronic Hepatitis C, an infectious liver disease caused by infection with Hepatitis C Virus (HCV). HCV is a single-stranded RNA virus that is categorized into nine distinct genotypes, with genotype 1 being the most common in the United States, and affecting 72% of all chronic HCV patients [L852]. Treatment options for chronic Hepatitis C have advanced significantly since 2011, with the development of Direct Acting Antivirals (DAAs) such as ledipasvir. More specifically, ledipasvir is an inhibitor of the Hepatitis C Virus (HCV) Non-Structural Protein 5A (NS5A), which is required for viral RNA replication and assembly of HCV virions. Although its exact mechanism of action is unknown, it is postulated to prevent hyperphosphorylation of NS5A which is required for viral protein production. It is effective against genotypes 1a, 1b, 4a, and 5a and with a lesser activity against genotypes 2a and 3a of HCV. Ledipasvir and other direct acting antivirals are very potent options for the treatment of Hepatitis C, as they exhibit a high barrier to the development of resistance [A19593]. This is an important advantage relative to HCV drugs that target other viral enzymes such as the protease, for which rapid development of resistance has proven to be an important cause of therapeutic failure.  ;;;;"
DB09028,Cytisine,"Cytisine is an alkaloid naturally derived from the Fabaceae family of plants including the genera Laburnum and Cytisus. Recent studies have shown it to be a more effective and significantly more affordable smoking cessation treatment than nicotine replacement therapy. Also known as baptitoxine or sophorine, cytisine has been used as a smoking cessation treatment since 1964, and is relatively unknown in regions outside of central and Eastern Europe. Cytisine is a partial nicotinic acetylcholine agonist with a half-life of 4.8 hours. Recent Phase III clinical trials using Tabex (a brand of Cytisine marketed by Sopharma AD) have shown similar efficacy to varenicline, but at a fraction of the cost.;;;;"
DB09029,Secukinumab,"Secukinumab is a fully human monoclonal IgG1/κ antibody against interleukin-17A (IL-17A), a proinflammatory cytokine implicated in various chronic immune-mediated inflammatory disorders, such as plaque psoriasis.[L39600] By blocking the actions of IL-17A, secukinumab works to inhibit the pro-inflammatory pathways that drive immune-mediated inflammatory disorders.[A249840] Following its first global approval in Japan in December 2014, secukinumab was approved by the European Commission on January 15, 2015, and by the FDA a few days after (January 21, 2015).[A249805] It is currently approved to treat a number of chronic inflammatory conditions, such as plaque psoriasis, psoriatic arthritis, and ankylosing spondylitis.[L39600,L42280];;;;"
DB09030,Vorapaxar,"Vorapaxar is a tricyclic himbacine-derived selective inhibitor of protease activated receptor (PAR-1) indicated for reducing the incidence of thrombotic cardiovascular events in patients with a history of myocardial infarction (MI) or with peripheral arterial disease (PAD). By inhibiting PAR-1, a thrombin receptor expressed on platelets, vorapaxar prevents thrombin-related platelet aggregation.;;;;"
DB09031,Miltefosine,"Miltefosine is a broad spectrum antimicrobial, anti-leishmanial, phospholipid drug that was originally developed in the 1980s as an anti-cancer agent. It is currently the only recognized oral agent used to treat visceral, cutaneous, and mucosal forms of leishmaniasis, a neglected tropical disease. It can be administered topically or orally and is only indicated in patients aged 12 years or older. The CDC has also recommended it as a first line treatment for free-living amebae (FLA) infections such as primary amebic meningoencephalitis and granulomatous amebic encephalitis.;;;;"
DB09033,Vedolizumab,"Vedolizumab is a recombinant humanized IgG1 monoclonal antibody directed against the human lymphocyte α4β7 integrin, a key mediator of gastrointestinal inflammation. It is used in the treatment of moderate to severe active ulcerative colitis and Crohn's disease for patients who have had an inadequate response with, lost response to, or were intolerant to inhibitors of tumor necrosis factor-alpha (TNF-alpha) or other conventional therapies. By blocking its primary target, α4β7 integrin, vedolizumab reduces inflammation in the gut. Vedolizumab is administered by IV infusion over a period of 30 minutes; after the first dose, it is given again at two and six weeks and then every 8 weeks thereafter.;;;"
DB09034,Suvorexant,Suvorexant is a selective dual antagonist of orexin receptors OX1R and OX2R that promotes sleep by reducing wakefulness and arousal. It has been approved for the treatment of insomnia.;;;;
DB09035,Nivolumab,Nivolumab is a fully human IgG4 antibody targeting the immune checkpoint programmed death receptor-1 (PD-1).[L12129] This antibody was produced entirely in mice and grafted onto human kappa and IgG4 Fc region with the mutation _S228P_ for additional stability and reduced variability.[A35203] It was developed by Bristol Myers Squibb.[L12129];;;;
DB09036,Siltuximab,"Siltuximab is a chimeric (human-mouse) monoclonal immunoglobulin G1-kappa antibody produced in a Chinese hamster ovary (CHO) cell line by recombinant DNA technology. Siltuximab prevents the binding of IL-6 to soluble and membrane-bound IL-6 receptors by forming high affinity complexes with human interleukin-6 (IL-6). Its use is indicated for the treatment of adult patients with multicentric Castleman's disease (MCD) who are human immunodeficiency virus (HIV) negative and human herpesvirus-8 (HHV-8) negative. MCD is a rare blood disorder caused by dysregulated IL-6 production, proliferation of lymphocytes, and subsequent enlargement of the lymph nodes. It is administered as a 1 hour intravenous infusion every 3 weeks.;;;;"
DB09037,Pembrolizumab,"Pembrolizumab is a highly selective IgG4-kappa humanized monoclonal antibody against PD-1 receptors. It was generated by grafting the variable sequences of a very high-affinity mouse antihuman PD-1 antibody onto a human IgG4-kappa isotype containing a stabilizing S228P Fc mutation.[A18829] It contains 32 cysteine residues and the complete folded molecule includes 4 disulfide linkages as interchain bonds and 23 interchain bonds.[F136] It was developed by Merck & Co and first approved for the treatment of metastatic malignant melanoma by the FDA on September 4, 2014,[L2954] becoming the first approved therapy against PD-1.[A7624] In the time since its initial approval, pembrolizumab has been granted approval in the treatment of a wide variety of cancers.[L38934,L43257];;;;"
DB09038,Empagliflozin,"Empagliflozin is an inhibitor of sodium-glucose co-transporter-2 (SGLT2), the transporters primarily responsible for the reabsorption of glucose in the kidney.[A203453] It is used clinically as an adjunct to diet and exercise, often in combination with other drug therapies,[L13673,L13679,L11479] for the management of type 2 diabetes mellitus.[L13688];;;;"
DB09039,Eliglustat,"Eliglustat is a glucosylceramide synthase inhibitor used for the long-term treatment of type 1 Gaucher disease.[A3752,L41404] Gaucher disease is a rare genetic disorder characterized by the deficiency of acid β-glucosidase, an enzyme that converts glucosylceramide into glucose and ceramide. In patients with Gaucher disease, the accumulation of glucosylceramide leads to the formation of Gaucher cells that infiltrate the liver, spleen, bone marrow and other organs. This leads to complications such as anemia and thrombocytopenia.[L41404,A246384] By inhibiting glucosylceramide synthase, eliglustat reduces the accumulation of glucosylceramide.[L41404];;;;"
DB09040,Efinaconazole,"Efinaconazole is a 14 alpha-demethylase inhibitor indicated in the treatment of fungal infection of the nail, known as onychomycosis. It was approved for use in Canada and the USA in 2014 and is marketed by Valeant Pharmaceuticals North America LLC under the name Jublia.;;;;"
DB09041,Tavaborole,"Tavaborale is a novel, boron-based topical antifungal medication for the treatment of onychomycosis, a fungal infection of the nail and nail bed due to *Trichophyton rubrum* or *Trichophyton mentagrophytes* infection. Tavaborole functions by inhibiting Leucyl-tRNA synthetase, or LeuRS, an essential fungal enzyme required for protein synthesis and for the catalysis of ATP-dependent ligation of L-leucine to tRNA(Leu).;;;;"
DB09042,Tedizolid phosphate,"Drug-resistant bacteria, such as methicillin-resistant _Staphylococcus aureus_, vancomycin-resistant _Enterococcus faecium_, and penicillin-resistant _Streptococcus penumoniae_, represent a massive public health threat.[A199086, A199131] Tedizolid is a member of the oxazolidinone class of antibiotics, which includes the previously approved [linezolid] and is generally effective against multidrug-resistant Gram-positive bacteria. Tedizolid is indicated for the treatment of acute bacterial skin and skin structure infections (ABSSSI) and is generally more effective and more tolerable than [linezolid].[L11232, A199086, A199050];;;;"
DB09043,Albiglutide,"Albiglutide is a glucagon-like peptide-1 agonist (GLP-1) biologic drug indicated in the treatment of type 2 diabetes. It is marketed under the brands Eperzan and Tanzeum by GSK (GlaxoSmithKline). It is a dipeptidyl peptidase-4-resistant glucagon-like peptide-1 dimer fused to human albumin. Albiglutide was approved on April 15, 2014 by the FDA.;;;;"
DB09045,Dulaglutide,"Dulaglutide, marketed by Eli Lilly as Trulicity, is a once-weekly subcutaneous glucagon-like peptide-1 (GLP-1) receptor agonist designed using recombinant DNA technology; it has been approved as an adjunct therapy to diet and exercise in the management of  2 diabetes (T2DM).[A236070] Dulaglutide was initially approved by the FDA in 2014, and in February 2020 was approved for use in patients with T2DM and multiple cardiovascular risk factors for the prevention of cardiovascular events. It is the first T2DM drug approved to reduce major adverse cardiovascular events (MACE) risk in primary and secondary prevention populations.[L34665];;;"
DB09046,Metreleptin,"Metreleptin, a recombinant analog of the human hormone leptin, is an orphan drug used to treat complications of leptin deficiency in people with congenital or acquired lipodystrophy. Affecting less than 500 people worldwide, lipodystrophy is characterized by a lack of adipose tissue, fat deposition in the muscles and liver, and metabolic complications such as hypertriglyceridemia, insulin resistance, diabetes mellitus, and fatty liver disease. These metabolic abnormalities are often aggravated by excessive food intake, which is further aggravated by leptin deficiency, a protein secreted by adipose tissue. Administration of Metreleptin results in improvement of metabolic symptoms including improvements in insulin resistance, reduced HbA1c and fasting glucose, reduced triglycerides, and reductions in food intake. Metreleptin is produced in E. coli and differs from native human leptin by the addition of a methionine residue at its amino terminus. It is administered as a once daily subcutaneous injection. On Feb. 24, 2014, Metreleptin was approved by the FDA for the treatment of complications of leptin deficiency, in addition to diet, in patients with congenital generalized or acquired generalized lipodystrophy. Metreleptin is marketed under the brand Myalept® by Aegerion Pharmaceuticals, Inc.;;;;"
DB09047,Finafloxacin,"Finafloxacin is a fluoroquinolone antibiotic indicated in the treatment of acute otitis externa (swimmer's ear) caused by the bacteria Pseudomonas aeruginosa and Staphylococcus aureus. Finafloxacin is marketed by Novartis under the brand Xtoro™, and was approved by the FDA in December 2014. ;;;;"
DB09048,Netupitant,Netupitant is an antiemitic drug approved by the FDA in October 2014 for use in combination with palonosetron for the prevention of acute and delayed vomiting and nausea associated with cancer chemotherapy including highly emetogenic chemotherapy. Netupitant is a neurokinin 1 receptor antagonist. The combination drug is marketed by Eisai Inc. and Helsinn Therapeutics (U.S.) Inc. under the brand Akynzeo.;;;;
DB09049,Naloxegol,"Naloxegol, for ""PEGylated naloxol"" is a peripherally-selective opioid antagonist developed by AstraZeneca. It was approved by the FDA in September 2014 and is indicated for the treatment of opioid-induced constipation (OIC) in adult patients with chronic non‑cancer pain. The advantage of naloxegol over the opioid antagonist naloxone is that its PEGylated structure allows for high selectivity for peripheral opioid receptors and lack of entry into the central nervous system through the blood-brain barrier.;;;;"
DB09050,Ceftolozane,"Ceftolozane is a semi-synthetic broad-spectrum fifth generation cephalosporin.[L6685] It was approved by the FDA in 2014 for use in combination with [Tazobactam] for the treatment of serious infections, such as intra-abdominal infections and complicated urinary tract infections. The manufacturer of this drug is Cubist Pharmaceuticals.[A179422] Most recently, in June 2019, ceftolozane-tazobactam was approved for the treatment of hospital-acquired bacterial pneumonia and ventilator-associated bacterial pneumonia.[L41618];;;;"
DB09051,Elosulfase alfa,"Elosulfase alfa is a synthetic version of the enzyme N-acetylgalactosamine-6-sulfatase. It was approved by the FDA in 2014 for the treatment of Morquio syndrome. Elosulfase alfa was developed by BioMarin Pharmaceutical Inc. and is marketed under the brand Vimizim™. The recommended dose is 2 mg per kg given intravenously over a minimum range of 3.5 to 4.5 hours, based on infusion volume, once every week.;;;;"
DB09052,Blinatumomab,"Blinatumomab is a BiTE-class (bi-specific T-cell engager) constructed monoclonal antibody formed by the recombinant fusion of an anti-CD3 single-chain variable fragment (scFV) and an anti-CD19 scFV through a short peptide linker.[A254836,L44311] CD3 is an antigen expressed on the surface of T-cells, while CD19 is mostly expressed on the surface of malignant B-cells. Since blinatumomab has an affinity to both antigens, it redirects T-cells to tumor cells expressing CD19 and promotes tumor cell lysis and apoptosis.[A7659,A7660,A254831];;;;"
DB09053,Ibrutinib,"Ibrutinib is a small molecule that acts as an irreversible potent inhibitor of Burton's tyrosine kinase. It is designated as a targeted covalent drug and it presents a very promising activity in B cell malignancies.[A32299] Ibrutinib was developed by Pharmacyclics Inc and in November 2013 was FDA-approved for the treatment of mantle cell lymphoma. Later, in February 2014, ibrutinib was approved for the treatment of chronic lymphocytic leukemia and it is also indicated for the treatment of patients with Waldenström's Macroglobulinemia.[L12228] Ibrutinib has also been approved by the EMA for the treatment of chronic lymphocytic leukemia and mantle cell lymphoma.[A32299] Ibrutinib was approved for use in chronic graft versus host disease (cGVHD) in August 2017 [L12228] which was later approved to be used in children, making it the first FDA-approved cGVHD treatment for kids 1 year and older after failure of one or more lines of systemic therapy.[L43020];;;;"
DB09054,Idelalisib,"Idelalisib is a phosphoinositide 3-kinase inhibitor indicated in the treatment of chronic lymphocytic leukemia (CLL), relapsed follicular B-cell non-Hodgkin lymphoma (FL), and relapsed small lymphocytic lymphoma (SLL). For the treatment of relapsed CLL, it is currently indicated as a second-line agent in combination with rituximab in patients for whom rituximab alone would be considered appropriate therapy due to other co-morbidities, while in the treatment of FL and SLL it is intended to be used in patients who have received at least two prior systemic therapies. More specifically, idelalisib targets P110δ, the delta isoform of the enzyme phosphatidylinositol-4,5-bisphosphate 3-kinase, also known as PI-3K. The PI-3Ks are a family of enzymes involved in cellular functions such as cell growth, proliferation, differentiation, motility, survival and intracellular trafficking, which in turn are involved in cancer. In contrast to the other class IA PI3Ks p110α and p110β, p110δ is principally expressed in leukocytes (white blood cells) and is important for the function of T cells, B cell, mast cells and neutrophils. By inhibiting this enzyme, idelalisib induces apoptosis of malignant cells and inhibits several cell signaling pathways, including B-cell receptor (BCR) signaling and C-X-C chemokine receptors type 5 and type 4 signalling, which are involved in trafficking and homing of B-cells to the lymph nodes and bone marrow. Treatment of lymphoma cells with idelalisib has been shown to result in inhibition of chemotaxis and adhesion, and reduced cell viability.;;;;"
DB09055,Acipimox,"Acipimox is a niacin derivative used as a hypolipidemic agent. It is used in low doses and may have less marked adverse effects, although it is unclear whether the recommended dose is as effective as are standard doses of nicotinic acid. Acipimox inhibits the production of triglycerides by the liver and the secretion of VLDL, which leads indirectly to a modest reduction in LDL and increase in HDL. Long-term administration is associated with reduced mortality, but unwanted effects limit its clinical use. Adverse effects include flushing (associated with Prostaglandin D2), palpitations, and GI disturbances. Flushing can be reduced by taking aspirin 20-30 min before taking Acipimox. High doses can cause disorders of liver function, impair glucose tolerance and precipitate gout.;;;;"
